web-scraper-order,web-scraper-start-url,select,select-href,pagination,prod,prod-href,dispo,gtin,marque,gamme,gamer,systeme,taille_ecran,resolution,processeur,type_processeur,ref_proc,freq_processeur,memoire_cache,ram,disque_dur,type_disk,carte_graphic,chipset_carte,connectors,couleur,grantie,prix
"1683668964-810","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=35","PC Portable DELL Latitude 5530 i7 12è Gén 24Go 512Go SSD - Gris","https://www.mytek.tn/pc-portable-dell-latitude-5530-i7-12e-gen-24go-512go-ssd-gris.html","En stock","5530-I7-24G","DELL","LATITUDE 5530","Non","","","1366 x 768 pixels","Intel Core i7","10 cœurs","Intel® Core™ i7-1255U","Up to 4,70 GHz Turbo max","12 Mo","24 Go","512Go SSD","SSD","Graphique Intégrée","Intel Iris X","2x USB 3.2 Gen 1, 2x Thunderbolt™ 4, 1x HDMI 2.0, 1x RJ-45, 1 port audio universel, Lecteur Micro-SD","Gris","3 ans","3 869,000 DT"
"1683668967-811","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=35","PC Portable DELL Latitude 5430 i7 12è Gén 32Go 512Go SSD - Gris","https://www.mytek.tn/pc-portable-dell-latitude-5430-i7-12e-gen-32g-512go-ssd-gris.html","En arrivage","5430-I7-512SSD-1Y-32G","DELL","LATITUDE 5430","Non","","","1920 x 1080 pixels","Intel Core i7","10 cœurs","Intel® Core™ i7-1255U","Up to 4,70 GHz Turbo max","12 Mo","32 Go","512Go SSD","SSD","Graphique Intégrée","Intel Iris X","2x USB 3.2 Gen 1, 2x Thunderbolt™ 4 avec Power Delivery et DisplayPort (USB Type-C™), 1x HDMI 2.0, 1x RJ-45, 1 port audio universel","Gris","1 an","3 865,000 DT"
"1683668970-812","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=35","PC Portable Gamer MSI Thin GF63 12V i5 12è Gén 16Go RTX 4050","https://www.mytek.tn/pc-portable-gamer-msi-thin-gf63-12v-i5-12e-gen-16go-rtx-4050.html","Sur commande 48h","GF63-12VE-210XFR-16G","MSI","Thin GF63 12V","oui","","","1920 x 1080 pixels","Intel Core i5","Octa Core","Intel® Core™ i5-12450H","up to 4,40 GHz Turbo max","12 Mo","16 Go","512Go SSD","SSD","Nvidia GeForce","GeForce RTX 4050","1x (USB3.2 Gen1 / DP) Type-C, 3x USB3.2 Gen1 Type-A, 1x HDMI™, 1x RJ45, 1x entrée micro, 1x sortie casque","Noir","1 an","3 829,000 DT"
"1683668973-813","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=35","PC Portable Gamer HP Victus 16-d1017nk i7 12è Gén 32Go GTX 1650","https://www.mytek.tn/pc-portable-gamer-hp-victus-16-d1017nk-i7-12e-gen-32go-gtx-1650.html","En arrivage","6U8X2EA-32G","HP","Victus 16","oui","","","1920 x 1080 pixels","Intel Core i7","14 Cœurs","Intel Core i7-12700H","Up to 4.70 GHz Turbo max","24 Mo","32 Go","1 To SSD","SSD","Nvidia GeForce","GeForce GTX 1650","1x USB Type-C, 3x USB Type-A, 1x HDMI 2.1, 1x RJ-45, 1x AC smart pin, 1x combo casque/micro","Bleu","1 an","Prix spécial 3 825,000 DT      Ancien prix 3 955,000 DT  -130DT"
"1683668976-814","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=35","PC Portable Gamer MSI Thin GF63 12U i7 12è Gén 24Go RTX 3050","https://www.mytek.tn/pc-portable-gamer-msi-thin-gf63-12u-i7-12e-gen-24go-rtx-3050.html","En stock","GF63-12UDX-213XFR-24G","MSI","Thin GF63 12U","oui","","","1920 x 1080 pixels","Intel Core i7","10 cœurs","Intel® Core™ i7-12650H","up to 4,70 GHz Turbo max","24 Mo","24 Go","512Go SSD","SSD","Nvidia GeForce","GeForce RTX 3050","1x (USB3.2 Gen1 / DP) Type-C, 3x USB3.2 Gen1 Type-A, 1x HDMI™, 1x RJ45, 1x entrée micro, 1x sortie casque","Noir","1 an","Prix spécial 3 825,000 DT      Ancien prix 3 939,000 DT  -114DT"
"1683668979-815","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=35","PC Portable HP ENVY x360 2-in-1 13-bf0055nf i5 12è Gén 8Go 512Go SSD","https://www.mytek.tn/pc-portable-hp-envy-x360-2-in-1-13-bf0055nf-i5-12e-gen-8go-512go-ssd.html","En stock","6J7Y8EA","HP","ENVY X360","Non","","","1920 x 1200 pixels","Intel Core i5","10 cœurs","Intel Core i5-1230U","Up to 4,40 GHz Turbo max","12 Mo","8 Go","512Go SSD","SSD","Graphique Intégrée","Intel Iris X","2x Thunderbolt™ 4 avec USB4™ type C, 2 x USB Type-A, 1x prise combo casque/microphone","Silver","1 an","3 809,000 DT"
"1683668982-816","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=35","PC Portable DELL Latitude 5530 i7 12è Gén 16Go 512Go SSD - Gris","https://www.mytek.tn/pc-portable-dell-latitude-5530-i7-12e-gen-16go-512go-ssd-gris.html","En stock","5530-I7","DELL","LATITUDE 5530","Non","","","1366 x 768 pixels","Intel Core i7","10 cœurs","Intel® Core™ i7-1255U","Up to 4,70 GHz Turbo max","12 Mo","16 Go","512Go SSD","SSD","Graphique Intégrée","Intel Iris X","2x USB 3.2 Gen 1, 2x Thunderbolt™ 4, 1x HDMI 2.0, 1x RJ-45, 1 port audio universel, Lecteur Micro-SD","Gris","3 ans","3 799,000 DT"
"1683668985-817","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=35","PC Portable DELL Latitude 5430 i7 12è Gén 16Go 512Go SSD - Gris","https://www.mytek.tn/pc-portable-dell-latitude-5430-i7-12e-gen-16go-512go-ssd-gris.html","En stock","5430-I7-512SSD-3Y","DELL","LATITUDE 5430","Non","","","1920 x 1080 pixels","Intel Core i7","10 cœurs","Intel® Core™ i7-1255U","Up to 4,70 GHz Turbo max","12 Mo","16 Go","512Go SSD","SSD","Graphique Intégrée","Intel Iris X","2x USB 3.2 Gen 1, 2x Thunderbolt™ 4 avec Power Delivery et DisplayPort (USB Type-C™), 1x HDMI 2.0, 1x RJ-45, 1 port audio universel","Gris","3 ans","3 799,000 DT"
"1683668988-818","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=35","PC Portable Gamer LENOVO Légion 5 15ACH6A AMD Ryzen 5 24Go RX6600M","https://www.mytek.tn/pc-portable-gamer-lenovo-legion-5-15ach6a-amd-ryzen-5-24go-rx6600m.html","En stock","82NW004XFG-24G","LENOVO","LEGION 5","oui","","","1920 x 1080 pixels","AMD Ryzen 5","Hexa Core","AMD Ryzen™ 5 5600H","3.3 GHz up to 4.2 GHz Turbo max","16 Mo","24 Go","512Go SSD","SSD","AMD Radeon","AMD Radeon RX 6600 M","4x USB 3.2 Gen 1, 2x USB-C 3.2 Gen 2, 1xHDMI 2.1, 1x RJ-45, 1x prise combinée casque/microphone (3,5 mm), 1x connecteur d'alimentation","Gris","2 ans","Prix spécial 3 785,000 DT      Ancien prix 4 035,000 DT  -250DT"
"1683668991-819","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=35","PC Portable DELL Latitude 5430 i7 12è Gén 24Go 512Go SSD - Gris","https://www.mytek.tn/pc-portable-dell-latitude-5430-i7-12e-gen-24g-512go-ssd-gris.html","En stock","5430-I7-512SSD-1Y-24G","DELL","LATITUDE 5430","Non","","","1920 x 1080 pixels","Intel Core i7","10 cœurs","Intel® Core™ i7-1255U","Up to 4,70 GHz Turbo max","12 Mo","16 Go","512Go SSD","SSD","Graphique Intégrée","Intel Iris X","2x USB 3.2 Gen 1, 2x Thunderbolt™ 4 avec Power Delivery et DisplayPort (USB Type-C™), 1x HDMI 2.0, 1x RJ-45, 1 port audio universel","Gris","1 an","3 779,000 DT"
"1683668994-820","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=35","PC Portable Gamer MSI Katana 15 B12U i5 12è Gén 16Go RTX 3050","https://www.mytek.tn/pc-portable-gamer-msi-katana-15-b12u-i5-12e-gen-16go-rtx-3050.html","Sur commande 48h","B12UDXK-644XFR-16G","MSI","KATANA 15 B12U","oui","","","1920 x 1080 pixels","Intel Core i5","Octa Core","Intel® Core™ i5-12450H","Up to 4,40 GHz Turbo max","12 Mo","16 Go","512Go SSD","SSD","Nvidia GeForce","GeForce RTX 3050","1x (USB3.2 Gen1 / DP) Type-C, 2x USB3.2 Gen1 Type-A, 1x USB2.0 Type-A, 1x HDMI™ 2.1, 1x RJ45, 1x prise combo entrée micro/sortie casque","Noir","1 an","3 779,000 DT"
"1683668997-821","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=35","PC Portable Gamer HP Victus 16-d1012nk i7 12è Gén 16Go RTX 3050Ti","https://www.mytek.tn/pc-portable-gamer-hp-victus-16-d1012nk-i7-12e-gen-16go-rtx-3050ti.html","En arrivage","6U8W7EA-16G","HP","Victus 16","oui","","","1920 x 1080 pixels","Intel Core i7","14 Cœurs","Intel Core i7-12700H","Up to 4.70 GHz Turbo max","24 Mo","16 Go","1 To SSD","SSD","Nvidia GeForce","GeForce RTX 3050Ti","1x ​​USB Type-C, 3x ​USB Type-A, 1x HDMI 2.1, 1x RJ-45, 1x AC smart pin, 1x combo casque/micro","Bleu","1 an","3 769,000 DT"
"1683669000-822","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=35","PC Portable Gamer MSI Katana 17 B12U i5 12è Gén 8Go RTX 3050","https://www.mytek.tn/pc-portable-gamer-msi-katana-17-b12u-i5-12e-gen-8go-rtx-3050.html","En stock","B12UDXK-421XFR","MSI","KATANA 17 B12U","oui","","","1920 x 1080 pixels","Intel Core i5","Octa Core","Intel® Core™ i5-12450H","up to 4,40 GHz Turbo max","12 Mo","8 Go","512Go SSD","SSD","Nvidia GeForce","GeForce RTX 3050","1x (USB3.2 Gen1 / DP) Type-C, 2x USB3.2 Gen1 Type-A, 1x USB2.0 Type-A, 1x HDMI™ 2.1, 1x RJ45, 1x prise combo entrée micro/sortie casque","Noir","1 an","3 759,000 DT"
"1683669003-823","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=35","PC Portable Gamer MSI Thin GF63 12V i5 12è Gén 8Go RTX 4050","https://www.mytek.tn/pc-portable-gamer-msi-thin-gf63-12v-i5-12e-gen-8go-rtx-4050.html","En stock","GF63-12VE-210XFR","MSI","Thin GF63 12V","oui","","","1920 x 1080 pixels","Intel Core i5","Octa Core","Intel® Core™ i5-12450H","up to 4,40 GHz Turbo max","12 Mo","8 Go","512Go SSD","SSD","Nvidia GeForce","GeForce RTX 4050","1x (USB3.2 Gen1 / DP) Type-C, 3x USB3.2 Gen1 Type-A, 1x HDMI™, 1x RJ45, 1x entrée micro, 1x sortie casque","Noir","1 an","3 759,000 DT"
"1683669006-824","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=35","PC Portable Gamer MSI Thin GF63 12U i7 12è Gén 16Go RTX 3050","https://www.mytek.tn/pc-portable-gamer-msi-thin-gf63-12u-i7-12e-gen-16go-rtx-3050.html","Sur commande 48h","GF63-12UDX-213XFR-16G","MSI","Thin GF63 12U","oui","","","1920 x 1080 pixels","Intel Core i7","10 cœurs","Intel® Core™ i7-12650H","up to 4,70 GHz Turbo max","24 Mo","16 Go","512Go SSD","SSD","Nvidia GeForce","GeForce RTX 3050","1x (USB3.2 Gen1 / DP) Type-C, 3x USB3.2 Gen1 Type-A, 1x HDMI™, 1x RJ45, 1x entrée micro, 1x sortie casque","Noir","1 an","Prix spécial 3 759,000 DT      Ancien prix 3 869,000 DT  -110DT"
"1683669009-825","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=35","PC Portable Gamer HP OMEN 16-k0013nk i5 12è Gén 16Go RTX 3050Ti","https://www.mytek.tn/pc-portable-gamer-hp-omen-16-k0013nk-i5-12e-gen-16go-rtx-3050ti.html","En stock","6U8Y7EA","HP","OMEN 16","oui","","","1920 x 1080 pixels","Intel Core i5","12 cœurs","Intel Core i5-12500H","Up to 4,50 GHz Turbo max","18 Mo","16 Go","512Go SSD","SSD","Nvidia GeForce","GeForce RTX 3050Ti","2x USB Type-C, 3x USB Type-A, 1x HDMI 2.1, 1x RJ-45, 1x AC smart pin, 1x combo casque/micro","Noir","1 an","Prix spécial 3 735,000 DT      Ancien prix 3 899,000 DT  -164DT"
"1683669012-826","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=35","PC Portable Gamer HP Victus 16-d1017nk i7 12è Gén 24Go GTX 1650","https://www.mytek.tn/pc-portable-gamer-hp-victus-16-d1017nk-i7-12e-gen-24go-gtx-1650.html","En stock","6U8X2EA-24G","HP","Victus 16","oui","","","1920 x 1080 pixels","Intel Core i7","14 Cœurs","Intel Core i7-12700H","Up to 4.70 GHz Turbo max","24 Mo","24 Go","1 To SSD","SSD","Nvidia GeForce","GeForce GTX 1650","1x USB Type-C, 3x USB Type-A, 1x HDMI 2.1, 1x RJ-45, 1x AC smart pin, 1x combo casque/micro","Bleu","1 an","Prix spécial 3 735,000 DT      Ancien prix 3 865,000 DT  -130DT"
"1683669015-827","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=35","PC Portable Gamer LENOVO Légion 5 15ACH6A AMD Ryzen 5 16Go RX6600M","https://www.mytek.tn/pc-portable-gamer-lenovo-legion-5-15ach6a-amd-ryzen-5-16go-rx6600m.html","En stock","82NW004XFG","LENOVO","LEGION 5","oui","","","1920 x 1080 pixels","AMD Ryzen 5","Hexa Core","AMD Ryzen™ 5 5600H","3.3 GHz up to 4.2 GHz Turbo max","16 Mo","16 Go","512Go SSD","SSD","AMD Radeon","AMD Radeon RX 6600 M","4x USB 3.2 Gen 1, 2x USB-C 3.2 Gen 2, 1xHDMI 2.1, 1x RJ-45, 1x prise combinée casque/microphone (3,5 mm), 1x connecteur d'alimentation","Gris","2 ans","Prix spécial 3 699,000 DT      Ancien prix 3 949,000 DT  -250DT"
"1683669018-828","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=35","Pc Portable ASUS ZenBook 14X i7 11é Gén 16G 512Go SSD - Gris","https://www.mytek.tn/pc-portable-asus-zenbook-14x-i7-11e-gen-16g-512go-ssd-gris.html","En stock","UX5401EA-KP114W","ASUS","ZENBOOK","Non","","","1366 x 768 pixels","Intel Core i7","Quad Core","Intel Core i7-1165G7","2.80 GHz up to 4,70 GHz Turbo Max","12 Mo","16 Go","512Go SSD","SSD","Graphique Intégrée","Intel Iris X","1x USB 3.2 Gen 2 Type-A, 2x Thunderbolt ™ 4 , 1x HDMI 2.0b, 1x prise audio combinée 3,5 mm Lecteur de carte micro SD","Gris","2 ans","Prix spécial 3 699,000 DT      Ancien prix 3 899,000 DT  -200DT"
"1683669021-829","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=35","PC Portable Gamer HP Victus 16-e1004nk AMD RYZEN 7 16Go RTX 3050Ti","https://www.mytek.tn/pc-portable-gamer-hp-victus-16-e1004nk-amd-ryzen-7-16go-rtx-3050ti.html","En stock","6U8X6EA","HP","Victus 16","oui","","","1920 x 1080 pixels","AMD Ryzen 7","Octa Core","AMD Ryzen™ 7 6800H","3,2 GHz up to 4.7 GHz Turbo max","16 Mo","16 Go","1 To SSD","SSD","Nvidia GeForce","GeForce RTX 3050Ti","1x ​​USB Type-C, 3x ​USB Type-A, 1x HDMI 2.1, 1x RJ-45, 1x AC smart pin, 1x combo casque/micro","Bleu","1 an","Prix spécial 3 699,000 DT      Ancien prix 3 999,000 DT  -300DT"
"1683669024-830","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=35","PC Portable DELL Latitude 5430 i7 12è Gén 16Go 512Go SSD - Gris","https://www.mytek.tn/pc-portable-dell-latitude-5430-i7-12e-gen-16g-512go-ssd-gris.html","En arrivage","5430-I7-512SSD-1Y","DELL","LATITUDE 5430","Non","","","1920 x 1080 pixels","Intel Core i7","10 cœurs","Intel® Core™ i7-1255U","Up to 4,70 GHz Turbo max","12 Mo","16 Go","512Go SSD","SSD","Graphique Intégrée","Intel Iris X","2x USB 3.2 Gen 1, 2x Thunderbolt™ 4 avec Power Delivery et DisplayPort (USB Type-C™), 1x HDMI 2.0, 1x RJ-45, 1 port audio universel","Gris","1 an","3 695,000 DT"
"1683669027-831","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=35","APPLE MacBook Air M1 8Go 256Go SSD - Gris (MGN63FN-A)","https://www.mytek.tn/apple-macbook-air-m1-8go-256go-ssd-gris-mgn63fn-a.html","En stock","MGN63FN-A","APPLE","MACBOOK AIR","Non","","","2560 x 1600 pixels","Apple","","Apple M1","(CPU 8 coeurs / GPU 7 coeurs / Neural Engine 16 coeurs)","","8 Go","256 Go SSD","SSD","Graphique Intégrée","Intel HD","2 X Thunderbolt 4, 1x USB Type-C, 1xCasque Jack 3.5mm","Gris","1 an","Prix spécial 3 669,000 DT      Ancien prix 3 949,000 DT  -280DT"
"1683669030-832","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=35","APPLE MacBook Air M1 (2020) 8Go 256Go SSD - Gold (MGND3FN-A)","https://www.mytek.tn/apple-macbook-air-m1-2020-8go-256go-ssd-gold-mgnd3fn-a.html","Epuisé","MGND3FN-A","APPLE","MACBOOK AIR","Non","","","2560 x 1600 pixels","Apple M1","","Apple M1 (2020)","(CPU 8 coeurs / GPU 7 coeurs / Neural Engine 16 coeurs)","","8 Go","256 Go SSD","SSD","Graphique Intégrée","Intel HD","2x Thunderbolt USB4/USBType-C, Prise Casque Jack 3.5mm","Gold","1 an","Prix spécial 3 669,000 DT      Ancien prix 3 949,000 DT  -280DT"
"1683669033-833","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=35","APPLE MacBook Air M1 8Go 256Go SSD - Silver (MGN93FN-A)","https://www.mytek.tn/apple-macbook-air-m1-8go-256go-ssd-silver-mgn93fn-a.html","En stock","MGN93FN-A","APPLE","MACBOOK AIR","Non","","","2560 x 1600 pixels","Apple M1","Octa Core","","(CPU 8 coeurs / GPU 7 coeurs / Neural Engine 16 coeurs)","","8 Go","256 Go SSD","SSD","Graphique Intégrée","Intel HD","2x Thunderbolt USB4/USBType-C, Prise Casque Jack 3.5mm","Silver","1 an","Prix spécial 3 669,000 DT      Ancien prix 3 949,000 DT  -280DT"
"1683669039-834","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=36","PC Portable Gamer MSI Thin GF63 12V i7 12è Gén 8Go RTX 4050","https://www.mytek.tn/pc-portable-gamer-msi-thin-gf63-12v-i7-12e-gen-8go-rtx-4050.html","En arrivage","GF63-12VE-209XFR","MSI","Thin GF63 12V","oui","","","1920 x 1080 pixels","Intel Core i7","10 cœurs","Intel® Core™ i7-12650H","up to 4,70 GHz Turbo max","24 Mo","8 Go","512Go SSD","SSD","Nvidia GeForce","GeForce RTX 4050","1x (USB3.2 Gen1 / DP) Type-C, 3x USB3.2 Gen1 Type-A, 1x HDMI™, 1x RJ45, 1x entrée micro, 1x sortie casque","Noir","1 an","4 199,000 DT"
"1683669042-835","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=36","Pc Portable ASUS Zenbook 14X OLED i5 12è Gén 8Go 512Go SSD - Gris","https://www.mytek.tn/pc-portable-asus-zenbook-14x-oled-i5-12e-gen-8go-512go-ssd-gris.html","En stock","UX5401ZA-KN100W","ASUS","ZENBOOK 14X","Non","","","2880 x 1800 pixels","Intel Core i5","12 cœurs","Intel® Core™ i5-12500H","up to 4,50 GHz Turbo max","18 Mo","8 Go","512Go SSD","SSD","Graphique Intégrée","Intel Iris X","2x Thunderbolt ™ 4, 1x USB 3.2 Gen 2 Type-A, 1x HDMI 2.1 TMDS, 1x prise audio combinée 3,5 mm, Lecteur de carte micro SD","Gris","2 ans","4 179,000 DT"
